userId,movieId,rating,timestamp
166,48516,5.0,1188774406
167,35836,1.5,1154722262
168,1262,4.5,1306802582
169,480,4.0,1078284462
170,207,3.0,840473310
171,608,5.0,866904192
172,1270,4.0,1291065641
173,296,1.0,843397856
174,350,4.0,848487116
175,7169,5.0,1234189772
176,780,4.0,840108684
177,653,2.5,1435534371
178,50,4.5,1163673981
179,208,3.0,840907511
180,1242,3.5,1270237513
181,344,3.0,845469325
182,1253,4.0,1054779900
183,110,5.0,992331285
184,193571,4.0,1537099392
185,3034,3.0,1044311830
186,364,4.0,1031079149
187,1241,4.5,1161849720
188,1950,4.0,962560383
189,318,4.0,1439465054
190,8622,3.0,1504310273
191,494,3.0,829759809
192,10,5.0,835128874
193,7147,3.5,1435856997
194,48,2.0,1110316714
195,5010,3.0,1011849737
196,109487,3.5,1460954412
197,1968,4.0,947461734
198,4979,1.0,1034136388
199,1950,4.0,1057590495
200,480,3.5,1229885895
201,2136,5.0,939811032
202,674,2.0,974923361
203,56174,4.0,1390095044
204,4993,4.0,1327183628
205,5816,3.5,1519900818
206,62,4.0,850763267
207,100,3.0,1258548270
208,1277,4.0,940639310
209,79132,5.0,1524606448
210,100611,4.5,1527266204
211,5266,2.0,1350912032
212,1954,3.5,1523216853
213,69757,4.5,1316195524
214,1,3.0,853937855
215,3147,4.0,1260909340
216,3624,4.0,975211383
217,2110,2.0,955944813
218,1252,4.5,1111624812
219,2054,3.0,1194931996
220,45499,4.0,1241812849
221,541,5.0,1118246781
222,6888,3.0,1391352142
223,260,3.5,1226209871
224,1393,5.0,971812919
225,333,5.0,949111619
226,1968,4.0,1095662808
227,36529,4.5,1447210948
228,858,4.0,1363222959
229,509,3.0,838144451
230,53996,5.0,1196304939
231,1198,4.0,1433089446
232,55245,2.5,1218171109
233,6874,3.5,1529333686
234,1784,4.0,1004407785
235,586,3.0,841422477
236,2858,5.0,943015099
237,1625,4.5,1410632299
238,4917,4.0,1007932138
239,440,4.0,1221158870
240,318,3.0,849122165
241,318,3.5,1447536008
242,410,3.0,834073153
243,736,5.0,837155436
244,1215,4.0,975091042
245,162,3.0,951182566
246,541,5.0,1354145931
247,5349,2.0,1467645405
248,159093,4.5,1534591665
249,89864,3.5,1346753010
250,1282,5.0,1121217555
251,2028,5.0,1470676715
252,164909,4.0,1498283782
253,5791,4.0,1286642971
254,858,4.0,1180446617
255,3671,2.0,1005717657
256,117176,4.5,1446999831
257,7,1.0,1141625546
258,5989,5.0,1534892908
259,7155,5.0,1146845538
260,2859,4.5,1109411160
261,2273,2.5,1404880864
262,4,1.0,840306203
263,586,3.0,941590939
264,1,4.0,1136978964
265,3175,4.0,965314838
266,235,4.0,945669162
267,29,4.0,997136080
268,1394,5.0,940183285
269,1073,4.0,850865522
270,140,3.0,853918942
271,6502,2.5,1234302223
272,134853,2.5,1533566182
273,466,4.0,835860928
274,7321,3.5,1253915648
275,994,4.0,1049079037
276,653,3.0,858350672
277,653,4.0,861812866
278,50,5.0,1193753316
279,1036,5.0,1506394402
280,49286,3.5,1348533342
281,252,3.0,1182999673
282,3033,4.0,1514068482
283,1517,4.0,901228396
284,520,3.0,832786529
285,113207,3.5,1458927778
286,6863,3.0,1119562127
287,2395,2.0,1110231609
288,1500,3.0,1034954703
289,1101,2.0,1143424609
290,1097,5.0,974939555
291,118696,4.0,1453051448
292,45447,4.0,1262377252
293,1,3.0,1044870886
294,3387,4.0,966596934
295,2329,5.0,1320064983
296,2028,4.5,1532993839
297,70,2.0,900871989
298,4989,1.0,1479057899
299,3555,4.0,974620319
300,112290,5.0,1425351524
301,4963,4.0,1211377329
302,858,5.0,854473349
303,1258,2.0,1053302823
304,2567,4.0,929868483
305,139644,3.5,1460223585
306,75805,3.0,1518380544
307,1261,4.0,1198680573
308,8961,4.0,1421375055
309,1234,4.0,1126451981
310,6410,4.5,1078649387
311,1304,1.5,1057854244
312,253,4.0,1043176220
313,3753,3.0,1030556422
314,327,1.0,834428752
315,2896,3.0,939922322
316,2054,2.0,1111493111
317,115149,4.0,1430365205
318,7124,3.5,1315335343
319,111759,3.5,1461352122
320,1013,3.5,1284250735
321,2,5.0,843212595
322,3451,3.0,1217675147
323,1092,3.0,1422640528
324,432,2.0,974906461
325,407,2.0,1039396015
326,30707,3.5,1419881552
327,2723,2.0,1234787202
328,45517,2.5,1494211621
329,1292,5.0,1523468200
330,344,0.5,1285904970
331,88125,4.0,1537157958
332,1931,4.0,1352674447
333,3580,3.0,965671669
334,480,3.0,1225481568
335,466,3.0,1261541271
336,1,4.0,1122227329
337,7,3.0,860255784
338,190207,1.5,1530148481
339,106072,2.5,1460182191
340,288,4.0,848666436
341,5218,3.5,1487285057
342,3203,3.0,1042821991
343,50,4.5,1202061253
344,2858,5.0,1420495388
345,5902,4.0,1342827783
346,7234,3.5,1125857750
347,590,3.0,847645537
348,2329,5.0,1378850546
349,357,4.0,834751235
350,673,3.0,864941161
351,30707,3.5,1325979998
352,1625,4.5,1493673572
353,229,3.0,831940234
354,165,4.0,1200870149
355,910,4.0,974966389
356,1198,4.0,1229142749
357,4886,4.0,1348610188
358,52328,4.0,1339546154
359,150,3.5,1198111999
360,1584,4.0,884997666
361,5296,3.5,1204041679
362,8360,4.0,1530639843
363,168252,4.0,1502584462
364,1,5.0,869443366
365,2918,3.5,1488332732
366,109487,5.0,1445546456
367,899,5.0,997811393
368,431,3.0,975827681
369,1923,3.5,1237081492
370,2003,3.5,1159164385
371,4090,4.0,1407692220
372,387,3.0,874416443
373,527,5.0,846830055
374,1350,5.0,849089401
375,4226,5.0,1225314330
376,1223,5.0,1364932833
377,2826,4.0,1340342256
378,48516,4.5,1445347871
379,597,3.0,847397499
380,5072,5.0,1494528916
381,54780,3.0,1197247595
382,4085,4.0,1515249212
383,2447,3.0,943570197
384,2259,3.0,994038954
385,608,5.0,847136578
386,410,3.0,842610304
387,2797,2.5,1117415158
388,103335,5.0,1386690120
389,376,4.0,857934308
390,3910,3.5,1250341427
391,4237,4.0,1030824732
392,2291,4.0,1027524082
393,1732,0.5,1430506720
394,454,2.0,838994398
395,2,3.0,841503884
396,783,4.0,1111688506
397,5291,4.0,1181967285
398,59387,5.0,1311207536
399,33794,2.5,1167222106
400,76093,4.5,1498870479
401,364,3.5,1514347354
402,480,4.0,849654417
403,2502,4.5,1225243619
404,11,4.0,838376006
405,1732,3.5,1295913070
406,135,4.0,1296959291
407,260,4.0,1424349164
408,48780,5.0,1467371256
409,2699,4.0,968978080
410,2843,2.0,990910447
411,170,3.0,835532928
412,1172,4.0,939114231
413,16,5.0,1484440002
414,4214,3.0,986219364
415,1393,3.5,1382470358
416,6365,0.5,1187496666
417,6016,5.0,1529284353
418,4226,3.5,1461865764
419,4958,4.0,1328413143
420,4308,4.5,1218037408
421,1287,4.5,1311494656
422,2728,5.0,986173307
423,1653,5.0,1155285477
424,6290,4.5,1457902361
425,2701,3.0,1085491019
426,60069,3.5,1451081210
427,5696,3.0,1053069946
428,3994,3.5,1111489318
429,22,4.0,828124615
430,34,3.0,963889406
431,158,1.0,1267051813
432,593,4.0,1315244942
433,47,3.0,1506823900
434,1580,3.5,1270604388
435,6539,4.5,1366678010
436,593,3.0,833529621
437,86,3.0,859721170
438,7458,3.0,1105665486
439,110,3.5,1436943893
440,48774,3.5,1237569047
441,71535,4.0,1449070535
442,362,2.5,1331560498
443,5952,5.0,1501722497
444,356,5.0,839310974
445,111,3.0,1454622227
446,588,3.0,843839149
447,350,4.0,836961067
448,1476,5.0,1019127982
449,4034,3.5,1053200182
450,3948,4.0,974704704
451,494,3.0,854089243
452,1954,4.0,1013394745
453,4605,4.0,1005966687
454,53953,2.5,1279480358
455,11,4.0,836436201
456,1073,3.0,856883349
457,1372,2.0,993610777
458,2,4.0,845653124
459,5618,5.0,1520233615
460,4878,4.5,1359176757
461,587,4.0,1505935387
462,7387,4.0,1121928755
463,8622,3.5,1145460291
464,4993,5.0,1275549389
465,2890,3.0,959896573
466,59784,4.5,1439915649
467,41,4.0,919671922
468,592,3.0,831400406
469,610,3.0,965335435
470,253,3.0,849075195
471,6016,4.0,1496671906
472,91529,5.0,1345843407
473,3988,2.0,1169351201
474,6201,5.0,1100119681
475,32031,3.5,1498031413
476,261,5.0,835021800
477,1193,4.5,1200939373
478,104,2.0,1121467327
479,533,2.0,1039392484
480,7162,4.5,1179161241
481,1693,3.0,884773369
482,2640,5.0,1105397001
483,265,3.0,1178294232
484,594,5.0,1342299220
485,356,5.0,837943384
486,6,5.0,839537263
487,260,4.0,1428574154
488,3996,4.5,1112382162
489,89745,4.5,1341953639
490,64839,4.0,1328145172
491,91077,4.0,1522963016
492,662,4.0,863976526
493,6,4.0,1001562846
494,110,5.0,1001666439
495,63131,3.5,1458635786
496,112852,3.0,1415520462
497,96829,5.0,1429127719
498,434,3.0,839197042
499,2083,3.5,1289959931
500,3175,4.0,1005527980
501,709,3.0,844974214
502,3469,5.0,1111757484
503,8042,5.0,1335219174
504,6870,5.0,1072066261
505,54999,3.0,1298779787
506,56782,4.0,1424486885
507,34,5.0,838964683
508,1222,4.5,1268298460
509,1367,2.5,1436000396
510,3527,3.0,1141158941
511,53953,3.5,1522156007
512,225,3.0,841449381
513,6145,2.0,1159980656
514,1978,2.0,1534086545
515,33794,5.0,1513602035
516,1198,4.0,994624807
517,3948,2.0,1487957284
518,1372,4.0,1056907482
519,4025,5.0,1518478829
520,3751,4.0,1326609641
521,140,3.0,852713251
522,4963,4.5,1254547310
523,356,4.5,1503125976
524,485,4.0,851609229
525,58998,4.0,1476477554
526,215,5.0,1502132362
527,2471,5.0,1033176126
528,356,5.0,1391736163
529,141,3.0,855583216
530,349,4.0,843226722
531,10,4.0,1032961647
532,707,4.0,1025523354
533,103688,5.0,1424754155
534,58297,4.0,1459787997
535,2860,3.0,939029814
536,350,3.0,832840061
537,69844,4.0,1424140099
538,3671,4.5,1307845499
539,59784,4.5,1332475301
540,4239,4.0,1179107949
541,590,5.0,835642917
542,6541,0.5,1163388746
543,267,5.0,1230602169
544,1,3.0,850688537
545,2763,4.0,1240358351
546,3917,4.0,973588592
547,541,5.0,942723549
548,2571,5.0,1488243190
549,110,3.0,1464282652
550,77561,4.0,1488728341
551,1608,4.0,1504925526
552,6503,2.0,1112151091
553,2231,5.0,1219563316
554,1358,3.0,944902514
555,1985,2.0,978823389
556,122890,4.0,1534321026
557,648,5.0,1452797714
558,94,3.0,1035415930
559,592,3.0,845475789
560,49530,3.5,1469653959
561,2416,3.5,1491095556
562,82041,4.5,1368893526
563,899,4.5,1439933049
564,109372,3.0,1478454422
565,592,2.0,846533209
566,17,5.0,849006000
567,114396,1.5,1525288715
568,3053,4.0,1243575993
569,10,4.0,849190709
570,3114,3.5,1181477835
571,1644,3.0,966900860
572,1387,5.0,946483138
573,88140,4.0,1341797581
574,344,5.0,834634408
575,2629,3.0,926510597
576,29,3.5,1358151482
577,2028,5.0,945966132
578,7323,4.0,1300989914
579,48,4.0,958881238
580,36517,4.0,1167790400
581,5816,5.0,1447007463
582,260,4.0,1446792609
583,39,5.0,1481474136
584,237,5.0,834988106
585,16,5.0,1307417343
586,110130,4.0,1529901673
587,3037,5.0,953138396
588,3,3.0,839317471
589,373,4.0,856045612
590,355,2.0,1258422287
591,2706,3.0,970524744
592,317,4.0,837350080
593,1086,3.5,1181007247
594,8132,4.5,1108974420
595,50,5.0,938807286
596,5481,2.5,1535708525
597,2407,4.0,941641110
598,593,0.5,1430616982
599,26562,3.0,1498523408
600,2405,3.5,1237762755
601,112556,4.0,1441639189
602,457,5.0,840875558
603,369,4.0,963180093
604,442,4.0,832081130
605,7293,2.0,1277095858
606,1483,2.5,1174696406
607,4069,3.0,997847203
608,4677,3.5,1117506568
609,356,4.0,847220869
610,7202,3.0,1493848602
